date,county,population,count_new,count_total,death_new,death_total
2021-02-09,Napa,139652,15,30,0,0
2021-02-10,Napa,139652,13,20,0,0
2021-02-11,Napa,139652,19,8,0,0
2021-02-12,Napa,139652,21,8,1,0
2021-02-13,Napa,139652,13,24,1,2
2021-02-14,Napa,139652,9,17,0,0
2021-02-15,Napa,139652,20,11,0,0
2021-02-16,Napa,139652,14,17,1,9
2021-02-17,Napa,139652,13,11,0,2
2021-02-18,Napa,139652,14,12,0,0
2021-02-19,Napa,139652,17,22,0,1
2021-02-20,Napa,139652,11,11,0,0
2021-02-21,Napa,139652,9,19,0,0
2021-02-22,Napa,139652,15,21,0,0
2021-02-23,Napa,139652,27,17,0,1
2021-02-24,Napa,139652,11,9,2,0
2021-02-25,Napa,139652,17,22,1,0
2021-02-26,Napa,139652,26,16,1,0
2021-02-27,Napa,139652,6,24,1,1
2021-02-28,Napa,139652,11,15,0,-1
2021-03-01,Napa,139652,19,3,0,0
2021-03-02,Napa,139652,9,24,1,1
2021-03-03,Napa,139652,12,10,0,1
2021-03-04,Napa,139652,8,4,0,2
2021-03-05,Napa,139652,8,15,0,1
2021-03-06,Napa,139652,8,20,0,0
2021-03-07,Napa,139652,8,8,0,0
2021-03-08,Napa,139652,10,9,0,0
2021-03-09,Napa,139652,3,9,0,0
2021-03-10,Napa,139652,14,10,1,0
2021-03-11,Napa,139652,9,8,0,0
2021-03-12,Napa,139652,13,7,0,0
2021-03-13,Napa,139652,9,10,0,0
2021-03-14,Napa,139652,6,4,0,0
2021-03-15,Napa,139652,18,2,0,0
2021-03-16,Napa,139652,11,13,0,0
2021-03-17,Napa,139652,10,10,0,1
2021-03-18,Napa,139652,15,24,0,1
2021-03-19,Napa,139652,9,13,0,0
2021-03-20,Napa,139652,12,18,0,0
2021-03-21,Napa,139652,8,8,0,0
2021-03-22,Napa,139652,20,6,0,0
2021-03-23,Napa,139652,11,11,0,1
2021-03-24,Napa,139652,25,11,0,0
2021-03-25,Napa,139652,20,11,0,0
2021-03-26,Napa,139652,19,28,0,0
2021-03-27,Napa,139652,10,11,0,0
2021-03-28,Napa,139652,12,8,0,0
2021-03-29,Napa,139652,14,11,0,0
2021-03-30,Napa,139652,16,12,0,0
2021-03-31,Napa,139652,15,10,0,0
2021-04-01,Napa,139652,18,9,0,0
2021-04-02,Napa,139652,12,43,0,0
2021-04-03,Napa,139652,15,20,0,0
2021-04-04,Napa,139652,9,13,0,0
2021-04-05,Napa,139652,12,6,0,0
2021-04-06,Napa,139652,23,17,0,0
2021-04-07,Napa,139652,18,47,0,2
2021-04-08,Napa,139652,14,13,0,0
2021-04-09,Napa,139652,17,5,0,0
2021-04-10,Napa,139652,20,-5,0,-1
2021-04-11,Napa,139652,7,23,0,1
2021-04-12,Napa,139652,11,11,0,0
2021-04-13,Napa,139652,14,24,0,-1
2021-04-14,Napa,139652,10,16,0,0
2021-04-15,Napa,139652,11,2,0,0
2021-04-16,Napa,139652,8,8,0,0
2021-04-17,Napa,139652,8,13,0,0
2021-04-18,Napa,139652,4,8,0,0
2021-04-19,Napa,139652,16,6,0,0
2021-04-20,Napa,139652,8,31,0,0
2021-04-21,Napa,139652,4,16,0,0
2021-04-22,Napa,139652,6,7,0,0
2021-04-23,Napa,139652,10,18,0,0
2021-04-24,Napa,139652,6,4,2,0
2021-04-25,Napa,139652,6,6,0,0
2021-04-26,Napa,139652,5,7,0,0
2021-04-27,Napa,139652,12,5,0,2
2021-04-28,Napa,139652,7,3,0,0
2021-04-29,Napa,139652,11,12,0,0
2021-04-30,Napa,139652,14,3,0,0
2021-05-01,Napa,139652,4,8,0,0
2021-05-02,Napa,139652,3,5,0,0
2021-05-03,Napa,139652,4,10,0,0
2021-05-04,Napa,139652,5,9,0,0
2021-05-05,Napa,139652,8,9,0,0
2021-05-06,Napa,139652,7,10,1,0
2021-05-07,Napa,139652,6,6,0,0
2021-05-08,Napa,139652,1,4,0,0
2021-05-09,Napa,139652,7,4,0,0
2021-05-10,Napa,139652,11,3,0,0
2021-05-11,Napa,139652,2,10,0,0
2021-05-12,Napa,139652,7,0,0,1
2021-05-13,Napa,139652,6,7,0,0
2021-05-14,Napa,139652,7,6,0,0
2021-05-15,Napa,139652,3,4,0,0
2021-05-16,Napa,139652,3,4,0,0
2021-05-17,Napa,139652,3,3,0,0
2021-05-18,Napa,139652,1,11,0,0
2021-05-19,Napa,139652,0,1,0,0
2021-05-20,Napa,139652,3,7,0,0
2021-05-21,Napa,139652,3,0,0,0
2021-05-22,Napa,139652,3,5,0,0
2021-05-23,Napa,139652,2,5,0,0
2021-05-24,Napa,139652,4,1,0,0
2021-05-25,Napa,139652,0,2,0,0
2021-05-26,Napa,139652,2,6,0,0
2021-05-27,Napa,139652,9,2,0,0
2021-05-28,Napa,139652,1,7,0,0
2021-05-29,Napa,139652,0,7,0,0
2021-05-30,Napa,139652,3,0,0,0
2021-05-31,Napa,139652,1,0,0,0
2021-06-01,Napa,139652,7,1,0,0
2021-06-02,Napa,139652,2,4,1,0
2021-06-03,Napa,139652,1,4,0,-1
2021-06-04,Napa,139652,7,1,0,-1
2021-06-05,Napa,139652,4,2,0,0
2021-06-06,Napa,139652,4,3,0,0
2021-06-07,Napa,139652,6,-1,0,0
2021-06-08,Napa,139652,9,0,0,0
2021-06-09,Napa,139652,4,9,0,0
2021-06-10,Napa,139652,6,3,0,0
2021-06-11,Napa,139652,1,3,0,0
2021-06-12,Napa,139652,3,9,0,0
2021-06-13,Napa,139652,4,9,0,0
2021-06-14,Napa,139652,6,5,0,0
2021-06-15,Napa,139652,3,10,0,0
2021-06-16,Napa,139652,2,1,0,0
2021-06-17,Napa,139652,3,3,0,0
2021-06-18,Napa,139652,1,7,0,0
2021-06-19,Napa,139652,2,4,0,0
2021-06-20,Napa,139652,3,1,0,0
2021-06-21,Napa,139652,5,2,0,0
2021-06-22,Napa,139652,2,1,0,0
2021-06-23,Napa,139652,2,3,1,0
2021-06-24,Napa,139652,0,4,0,0
2021-06-25,Napa,139652,1,1,0,1
2021-06-26,Napa,139652,3,6,0,0
2021-06-27,Napa,139652,3,3,0,0
2021-06-28,Napa,139652,2,4,0,0
2021-06-29,Napa,139652,7,-17,0,0
2021-06-30,Napa,139652,3,6,0,0
2021-07-01,Napa,139652,0,6,0,0
2020-02-01,Nevada,98710,0,0,0,0
2020-02-02,Nevada,98710,0,0,0,0
2020-02-03,Nevada,98710,0,0,0,0
2020-02-04,Nevada,98710,0,0,0,0
2020-02-05,Nevada,98710,0,0,0,0
2020-02-06,Nevada,98710,0,0,0,0
2020-02-07,Nevada,98710,0,0,0,0
2020-02-08,Nevada,98710,0,0,0,0
2020-02-09,Nevada,98710,0,0,0,0
2020-02-10,Nevada,98710,0,0,0,0
2020-02-11,Nevada,98710,0,0,0,0
2020-02-12,Nevada,98710,0,0,0,0
2020-02-13,Nevada,98710,0,0,0,0
2020-02-14,Nevada,98710,0,0,0,0
2020-02-15,Nevada,98710,0,0,0,0
2020-02-16,Nevada,98710,0,0,0,0
2020-02-17,Nevada,98710,0,0,0,0
2020-02-18,Nevada,98710,0,0,0,0
2020-02-19,Nevada,98710,0,0,0,0
2020-02-20,Nevada,98710,0,0,0,0
2020-02-21,Nevada,98710,0,0,0,0
2020-02-22,Nevada,98710,0,0,0,0
2020-02-23,Nevada,98710,0,0,0,0
2020-02-24,Nevada,98710,0,0,0,0
2020-02-25,Nevada,98710,0,0,0,0
2020-02-26,Nevada,98710,0,0,0,0
2020-02-27,Nevada,98710,0,0,0,0
2020-02-28,Nevada,98710,0,0,0,0
2020-02-29,Nevada,98710,0,0,0,0
2020-03-01,Nevada,98710,0,0,0,0
2020-03-02,Nevada,98710,0,0,0,0
2020-03-03,Nevada,98710,0,0,0,0
2020-03-04,Nevada,98710,0,0,0,0
2020-03-05,Nevada,98710,0,0,0,0
2020-03-06,Nevada,98710,1,0,0,0
2020-03-07,Nevada,98710,0,0,0,0
2020-03-08,Nevada,98710,0,0,0,0
2020-03-09,Nevada,98710,1,0,0,0
2020-03-10,Nevada,98710,1,0,0,0
2020-03-11,Nevada,98710,1,0,0,0
2020-03-12,Nevada,98710,0,0,0,0
2020-03-13,Nevada,98710,3,0,0,0
2020-03-14,Nevada,98710,1,0,0,0
2020-03-15,Nevada,98710,3,0,0,0
2020-03-16,Nevada,98710,0,1,0,0
2020-03-17,Nevada,98710,4,0,0,0
2020-03-18,Nevada,98710,1,1,0,0
2020-03-19,Nevada,98710,2,0,0,0
2020-03-20,Nevada,98710,2,0,0,0
2020-03-21,Nevada,98710,3,0,0,0
2020-03-22,Nevada,98710,0,0,0,0
2020-03-23,Nevada,98710,4,0,0,0
2020-03-24,Nevada,98710,3,2,0,0
2020-03-25,Nevada,98710,1,1,0,0
2020-03-26,Nevada,98710,1,2,0,0
2020-03-27,Nevada,98710,0,-1,0,0
2020-03-28,Nevada,98710,0,16,0,0
2020-03-29,Nevada,98710,0,-9,0,0
2020-03-30,Nevada,98710,2,1,0,0
2020-03-31,Nevada,98710,1,1,0,0
2020-04-01,Nevada,98710,0,0,0,0
2020-04-02,Nevada,98710,0,2,0,0
2020-04-03,Nevada,98710,1,2,1,1
2020-04-04,Nevada,98710,0,0,0,0
2020-04-05,Nevada,98710,0,0,0,0
2020-04-06,Nevada,98710,0,0,0,0
2020-04-07,Nevada,98710,0,1,0,0
2020-04-08,Nevada,98710,0,1,0,0
2020-04-09,Nevada,98710,0,2,0,0
2020-04-10,Nevada,98710,1,0,0,0
2020-04-11,Nevada,98710,0,1,0,0
2020-04-12,Nevada,98710,0,0,0,0
2020-04-13,Nevada,98710,0,0,0,0
2020-04-14,Nevada,98710,0,10,0,0
2020-04-15,Nevada,98710,0,0,0,0
2020-04-16,Nevada,98710,1,0,0,0
2020-04-17,Nevada,98710,0,0,0,0
2020-04-18,Nevada,98710,1,0,0,0
2020-04-19,Nevada,98710,1,0,0,0
2020-04-20,Nevada,98710,1,0,0,0
2020-04-21,Nevada,98710,0,2,0,0
2020-04-22,Nevada,98710,0,0,0,0
2020-04-23,Nevada,98710,0,0,0,0
2020-04-24,Nevada,98710,0,0,0,0
2020-04-25,Nevada,98710,0,1,0,0
2020-04-26,Nevada,98710,0,0,0,0
2020-04-27,Nevada,98710,0,2,0,0
2020-04-28,Nevada,98710,0,2,0,0
2020-04-29,Nevada,98710,0,0,0,0
2020-04-30,Nevada,98710,0,0,0,0
2020-05-01,Nevada,98710,0,0,0,0
2020-05-02,Nevada,98710,0,0,0,0
2020-05-03,Nevada,98710,0,0,0,0
2020-05-04,Nevada,98710,0,0,0,0
2020-05-05,Nevada,98710,0,0,0,0
2020-05-06,Nevada,98710,0,0,0,0
2020-05-07,Nevada,98710,0,0,0,0
2020-05-08,Nevada,98710,0,0,0,0
2020-05-09,Nevada,98710,0,0,0,0
2020-05-10,Nevada,98710,0,0,0,0
2020-05-11,Nevada,98710,0,0,0,0
2020-05-12,Nevada,98710,0,0,0,0
2020-05-13,Nevada,98710,0,0,0,0
2020-05-14,Nevada,98710,0,0,0,0
2020-05-15,Nevada,98710,1,0,0,0
2020-05-16,Nevada,98710,0,0,0,0
2020-05-17,Nevada,98710,0,0,0,0
2020-05-18,Nevada,98710,0,0,0,0
2020-05-19,Nevada,98710,0,0,0,0
2020-05-20,Nevada,98710,0,0,0,0
2020-05-21,Nevada,98710,0,0,0,0
2020-05-22,Nevada,98710,0,0,0,0
2020-05-23,Nevada,98710,1,0,0,0
2020-05-24,Nevada,98710,0,0,0,0
2020-05-25,Nevada,98710,0,0,0,0
2020-05-26,Nevada,98710,0,0,0,0
2020-05-27,Nevada,98710,1,0,0,0
2020-05-28,Nevada,98710,1,0,0,0
2020-05-29,Nevada,98710,5,0,0,0
2020-05-30,Nevada,98710,0,0,0,0
2020-05-31,Nevada,98710,0,0,0,0
2020-06-01,Nevada,98710,1,0,0,0
2020-06-02,Nevada,98710,0,0,0,0
2020-06-03,Nevada,98710,1,2,0,0
2020-06-04,Nevada,98710,1,6,0,0
2020-06-05,Nevada,98710,1,1,0,0
2020-06-06,Nevada,98710,0,0,0,0
2020-06-07,Nevada,98710,1,0,0,0
2020-06-08,Nevada,98710,1,0,0,0
2020-06-09,Nevada,98710,1,0,0,0
2020-06-10,Nevada,98710,8,0,0,0
2020-06-11,Nevada,98710,2,0,0,0
2020-06-12,Nevada,98710,6,2,0,0
2020-06-13,Nevada,98710,6,0,0,0
2020-06-14,Nevada,98710,2,0,0,0
2020-06-15,Nevada,98710,4,0,0,0
2020-06-16,Nevada,98710,6,1,0,0
2020-06-17,Nevada,98710,3,4,0,0
2020-06-18,Nevada,98710,4,11,0,0
2020-06-19,Nevada,98710,4,3,0,0
2020-06-20,Nevada,98710,3,2,0,0
2020-06-21,Nevada,98710,3,6,0,0
2020-06-22,Nevada,98710,3,0,0,0
2020-06-23,Nevada,98710,5,2,0,0
2020-06-24,Nevada,98710,6,11,0,0
2020-06-25,Nevada,98710,6,0,0,0
2020-06-26,Nevada,98710,8,9,0,0
2020-06-27,Nevada,98710,4,1,0,0
2020-06-28,Nevada,98710,4,0,0,0
2020-06-29,Nevada,98710,10,5,0,0
2020-06-30,Nevada,98710,3,6,0,0
2020-07-01,Nevada,98710,8,2,0,0
2020-07-02,Nevada,98710,10,3,0,0
2020-07-03,Nevada,98710,6,7,0,0
2020-07-04,Nevada,98710,1,0,0,0
2020-07-05,Nevada,98710,3,16,0,0
2020-07-06,Nevada,98710,6,5,0,0
2020-07-07,Nevada,98710,6,4,0,0
2020-07-08,Nevada,98710,6,6,0,0
2020-07-09,Nevada,98710,9,0,0,0
2020-07-10,Nevada,98710,6,5,0,0
2020-07-11,Nevada,98710,5,2,0,0
2020-07-12,Nevada,98710,9,3,0,0
2020-07-13,Nevada,98710,10,6,0,0
2020-07-14,Nevada,98710,15,8,0,0
2020-07-15,Nevada,98710,17,5,0,0
2020-07-16,Nevada,98710,4,6,0,0
2020-07-17,Nevada,98710,3,9,0,0
2020-07-18,Nevada,98710,6,4,0,0
2020-07-19,Nevada,98710,4,6,0,0
2020-07-20,Nevada,98710,6,8,0,0
2020-07-21,Nevada,98710,8,10,0,0
2020-07-22,Nevada,98710,2,11,0,0
2020-07-23,Nevada,98710,6,8,0,0
2020-07-24,Nevada,98710,3,8,0,0
2020-07-25,Nevada,98710,3,2,0,0
2020-07-26,Nevada,98710,2,4,0,0
2020-07-27,Nevada,98710,3,7,0,0
2020-07-28,Nevada,98710,4,10,0,0
2020-07-29,Nevada,98710,5,10,0,0
2020-07-30,Nevada,98710,4,4,0,1
2020-07-31,Nevada,98710,5,10,0,0
2020-08-01,Nevada,98710,2,3,0,0
2020-08-02,Nevada,98710,4,9,0,0
2020-08-03,Nevada,98710,3,1,0,0
2020-08-04,Nevada,98710,5,7,0,0
2020-08-05,Nevada,98710,1,5,0,0
2020-08-06,Nevada,98710,9,-6,0,-1
2020-08-07,Nevada,98710,5,3,0,0
2020-08-08,Nevada,98710,3,1,0,0
2020-08-09,Nevada,98710,2,7,0,0
2020-08-10,Nevada,98710,8,24,0,0
2020-08-11,Nevada,98710,8,2,0,0
2020-08-12,Nevada,98710,3,-1,0,0
2020-08-13,Nevada,98710,5,5,0,0
2020-08-14,Nevada,98710,4,15,0,1
2020-08-15,Nevada,98710,4,-1,1,0
2020-08-16,Nevada,98710,0,3,0,0
2020-08-17,Nevada,98710,11,4,1,0
2020-08-18,Nevada,98710,5,6,0,0
2020-08-19,Nevada,98710,7,9,0,0
2020-08-20,Nevada,98710,7,3,1,0
2020-08-21,Nevada,98710,1,5,0,0
2020-08-22,Nevada,98710,1,5,0,0
2020-08-23,Nevada,98710,0,10,0,0
2020-08-24,Nevada,98710,5,2,0,0
2020-08-25,Nevada,98710,5,7,0,0
2020-08-26,Nevada,98710,3,2,0,0
2020-08-27,Nevada,98710,3,3,0,3
2020-08-28,Nevada,98710,3,3,0,0
2020-08-29,Nevada,98710,1,4,0,0
2020-08-30,Nevada,98710,0,3,0,1
2020-08-31,Nevada,98710,3,2,0,0
2020-09-01,Nevada,98710,2,3,0,0
2020-09-02,Nevada,98710,6,2,0,0
2020-09-03,Nevada,98710,6,1,0,0
2020-09-04,Nevada,98710,3,2,0,0
2020-09-05,Nevada,98710,3,6,0,0
2020-09-06,Nevada,98710,3,6,0,0
2020-09-07,Nevada,98710,0,2,0,0
2020-09-08,Nevada,98710,2,1,0,0
2020-09-09,Nevada,98710,0,6,0,0
2020-09-10,Nevada,98710,4,2,0,0
2020-09-11,Nevada,98710,3,5,0,0
2020-09-12,Nevada,98710,7,-1,0,0
2020-09-13,Nevada,98710,1,4,0,0
2020-09-14,Nevada,98710,8,3,0,0
2020-09-15,Nevada,98710,5,5,0,0
2020-09-16,Nevada,98710,5,1,0,0
2020-09-17,Nevada,98710,5,-1,0,0
2020-09-18,Nevada,98710,2,10,0,0
2020-09-19,Nevada,98710,3,1,0,0
2020-09-20,Nevada,98710,2,6,1,0
2020-09-21,Nevada,98710,3,4,0,0
2020-09-22,Nevada,98710,2,8,0,0
2020-09-23,Nevada,98710,0,0,0,0
2020-09-24,Nevada,98710,1,4,0,0
2020-09-25,Nevada,98710,1,2,0,0
2020-09-26,Nevada,98710,2,5,0,0
2020-09-27,Nevada,98710,0,3,0,0
2020-09-28,Nevada,98710,1,1,0,0
2020-09-29,Nevada,98710,8,1,0,0
2020-09-30,Nevada,98710,5,1,0,0
2020-10-01,Nevada,98710,2,3,0,0
2020-10-02,Nevada,98710,1,0,0,0
2020-10-03,Nevada,98710,3,1,0,0
2020-10-04,Nevada,98710,2,3,0,0
2020-10-05,Nevada,98710,4,3,1,0
2020-10-06,Nevada,98710,3,1,0,0
2020-10-07,Nevada,98710,2,1,0,0
2020-10-08,Nevada,98710,4,4,0,0
2020-10-09,Nevada,98710,3,5,0,0
2020-10-10,Nevada,98710,5,3,0,0
2020-10-11,Nevada,98710,3,5,0,1
2020-10-12,Nevada,98710,2,1,0,0
2020-10-13,Nevada,98710,4,2,0,0
2020-10-14,Nevada,98710,6,1,0,0
2020-10-15,Nevada,98710,2,2,0,1
2020-10-16,Nevada,98710,4,4,0,0
2020-10-17,Nevada,98710,1,1,0,0
2020-10-18,Nevada,98710,1,2,0,0
2020-10-19,Nevada,98710,6,8,0,0
2020-10-20,Nevada,98710,3,6,1,0
2020-10-21,Nevada,98710,9,1,0,0
2020-10-22,Nevada,98710,6,3,0,0
2020-10-23,Nevada,98710,6,4,0,0
2020-10-24,Nevada,98710,3,4,0,0
2020-10-25,Nevada,98710,4,8,0,0
2020-10-26,Nevada,98710,8,2,0,0
2020-10-27,Nevada,98710,9,4,0,0
2020-10-28,Nevada,98710,6,7,0,1
2020-10-29,Nevada,98710,8,3,0,0
2020-10-30,Nevada,98710,6,2,0,0
2020-10-31,Nevada,98710,6,10,0,0
2020-11-01,Nevada,98710,18,2,0,0
2020-11-02,Nevada,98710,16,10,0,0
2020-11-03,Nevada,98710,16,14,0,0
2020-11-04,Nevada,98710,20,5,0,0
2020-11-05,Nevada,98710,19,12,0,0
2020-11-06,Nevada,98710,22,5,0,0
2020-11-07,Nevada,98710,13,18,0,0
2020-11-08,Nevada,98710,16,5,0,0
2020-11-09,Nevada,98710,16,14,0,0
2020-11-10,Nevada,98710,37,5,0,0
2020-11-11,Nevada,98710,16,7,0,0
2020-11-12,Nevada,98710,42,39,0,0
2020-11-13,Nevada,98710,24,18,0,0
2020-11-14,Nevada,98710,19,37,0,0
2020-11-15,Nevada,98710,16,24,0,0
2020-11-16,Nevada,98710,55,30,0,0
2020-11-17,Nevada,98710,44,29,0,0
2020-11-18,Nevada,98710,42,15,0,0
2020-11-19,Nevada,98710,39,12,0,0
2020-11-20,Nevada,98710,41,45,0,0
2020-11-21,Nevada,98710,18,28,0,0
2020-11-22,Nevada,98710,12,34,0,0
2020-11-23,Nevada,98710,57,35,0,0
2020-11-24,Nevada,98710,89,69,0,0
2020-11-25,Nevada,98710,63,14,0,0
2020-11-26,Nevada,98710,18,14,0,0
2020-11-27,Nevada,98710,46,0,2,0
2020-11-28,Nevada,98710,30,88,3,0
2020-11-29,Nevada,98710,28,39,0,0
2020-11-30,Nevada,98710,81,36,2,0
2020-12-01,Nevada,98710,87,64,1,0
2020-12-02,Nevada,98710,62,19,2,0
2020-12-03,Nevada,98710,62,42,1,1
2020-12-04,Nevada,98710,77,88,2,0
2020-12-05,Nevada,98710,25,82,2,0
2020-12-06,Nevada,98710,14,68,3,0
2020-12-07,Nevada,98710,58,67,2,1
2020-12-08,Nevada,98710,49,32,2,0
2020-12-09,Nevada,98710,54,55,4,-1
2020-12-10,Nevada,98710,53,55,2,0
2020-12-11,Nevada,98710,37,40,1,0
2020-12-12,Nevada,98710,17,22,1,0
2020-12-13,Nevada,98710,18,49,1,1
2020-12-14,Nevada,98710,51,40,1,0
2020-12-15,Nevada,98710,39,47,2,0
2020-12-16,Nevada,98710,33,32,2,2
2020-12-17,Nevada,98710,36,24,1,0
2020-12-18,Nevada,98710,41,47,0,0
2020-12-19,Nevada,98710,17,40,2,0
2020-12-20,Nevada,98710,22,29,0,0
2020-12-21,Nevada,98710,46,48,1,0
2020-12-22,Nevada,98710,33,30,0,1
2020-12-23,Nevada,98710,27,39,0,1
2020-12-24,Nevada,98710,44,23,0,0
2020-12-25,Nevada,98710,24,29,2,0
2020-12-26,Nevada,98710,26,22,3,0
2020-12-27,Nevada,98710,28,39,0,0
2020-12-28,Nevada,98710,36,13,3,0
2020-12-29,Nevada,98710,47,18,2,0
2020-12-30,Nevada,98710,48,45,0,0
2020-12-31,Nevada,98710,35,24,0,0
2021-01-01,Nevada,98710,23,44,0,0
2021-01-02,Nevada,98710,24,43,0,0
2021-01-03,Nevada,98710,27,36,3,0
2021-01-04,Nevada,98710,59,23,0,0
2021-01-05,Nevada,98710,38,16,2,0
2021-01-06,Nevada,98710,28,24,0,0
2021-01-07,Nevada,98710,20,42,2,2
2021-01-08,Nevada,98710,34,41,1,0
2021-01-09,Nevada,98710,22,44,1,0
2021-01-10,Nevada,98710,22,27,0,0
2021-01-11,Nevada,98710,19,21,0,0
2021-01-12,Nevada,98710,27,34,0,0
2021-01-13,Nevada,98710,28,23,0,0
2021-01-14,Nevada,98710,22,38,0,0
2021-01-15,Nevada,98710,27,24,1,0
2021-01-16,Nevada,98710,13,45,0,0
2021-01-17,Nevada,98710,33,32,0,0
2021-01-18,Nevada,98710,25,23,0,0
2021-01-19,Nevada,98710,38,17,0,1
2021-01-20,Nevada,98710,18,22,0,0
2021-01-21,Nevada,98710,32,36,0,0
2021-01-22,Nevada,98710,29,22,0,0
2021-01-23,Nevada,98710,25,36,0,0
2021-01-24,Nevada,98710,11,17,0,0
2021-01-25,Nevada,98710,42,16,0,0
2021-01-26,Nevada,98710,14,45,1,0
2021-01-27,Nevada,98710,7,21,1,0
2021-01-28,Nevada,98710,21,21,0,1
2021-01-29,Nevada,98710,15,35,0,1
2021-01-30,Nevada,98710,9,12,0,0
2021-01-31,Nevada,98710,19,19,0,0
2021-02-01,Nevada,98710,22,17,0,0
2021-02-02,Nevada,98710,17,13,0,0
2021-02-03,Nevada,98710,15,24,0,15
2021-02-04,Nevada,98710,14,18,0,2
2021-02-05,Nevada,98710,20,17,0,6
2021-02-06,Nevada,98710,3,17,0,0
2021-02-07,Nevada,98710,12,19,0,1
2021-02-08,Nevada,98710,11,28,1,0
2021-02-09,Nevada,98710,12,16,0,0
2021-02-10,Nevada,98710,16,6,0,3
2021-02-11,Nevada,98710,15,27,0,0
2021-02-12,Nevada,98710,16,8,0,0
2021-02-13,Nevada,98710,5,14,0,0
2021-02-14,Nevada,98710,9,19,0,0
2021-02-15,Nevada,98710,16,6,0,0
2021-02-16,Nevada,98710,17,7,0,0
2021-02-17,Nevada,98710,13,48,0,5
2021-02-18,Nevada,98710,19,14,0,14
2021-02-19,Nevada,98710,9,27,0,0
2021-02-20,Nevada,98710,6,24,0,0
2021-02-21,Nevada,98710,10,8,0,0
2021-02-22,Nevada,98710,13,5,0,0
2021-02-23,Nevada,98710,9,12,0,0
2021-02-24,Nevada,98710,8,15,0,0
2021-02-25,Nevada,98710,10,13,0,0
2021-02-26,Nevada,98710,17,12,0,0
2021-02-27,Nevada,98710,11,8,0,0
2021-02-28,Nevada,98710,6,12,0,0
2021-03-01,Nevada,98710,13,7,0,0
2021-03-02,Nevada,98710,19,4,0,0
2021-03-03,Nevada,98710,9,26,0,0
2021-03-04,Nevada,98710,10,11,0,0
2021-03-05,Nevada,98710,10,13,0,0
2021-03-06,Nevada,98710,4,11,0,0
2021-03-07,Nevada,98710,6,8,0,0
2021-03-08,Nevada,98710,14,7,0,0
2021-03-09,Nevada,98710,8,3,0,0
2021-03-10,Nevada,98710,8,12,0,0
2021-03-11,Nevada,98710,4,11,0,0
2021-03-12,Nevada,98710,12,16,0,0
2021-03-13,Nevada,98710,10,10,0,0
2021-03-14,Nevada,98710,7,11,0,0
2021-03-15,Nevada,98710,6,1,0,0
2021-03-16,Nevada,98710,5,9,0,1
2021-03-17,Nevada,98710,9,13,0,7
2021-03-18,Nevada,98710,10,9,0,0
2021-03-19,Nevada,98710,7,2,0,14
2021-03-20,Nevada,98710,11,8,0,1
2021-03-21,Nevada,98710,11,5,0,0
2021-03-22,Nevada,98710,13,5,0,0
2021-03-23,Nevada,98710,10,5,0,0
2021-03-24,Nevada,98710,19,12,0,-4
2021-03-25,Nevada,98710,14,11,0,-1
2021-03-26,Nevada,98710,18,20,0,-1
2021-03-27,Nevada,98710,20,9,0,-15
2021-03-28,Nevada,98710,10,8,0,0
2021-03-29,Nevada,98710,14,19,0,0
2021-03-30,Nevada,98710,7,8,0,0
2021-03-31,Nevada,98710,12,17,1,0
2021-04-01,Nevada,98710,6,5,0,0
2021-04-02,Nevada,98710,10,35,0,1
2021-04-03,Nevada,98710,4,0,0,0
2021-04-04,Nevada,98710,4,14,0,0
2021-04-05,Nevada,98710,12,9,0,0
2021-04-06,Nevada,98710,11,10,0,0
2021-04-07,Nevada,98710,10,8,0,0
2021-04-08,Nevada,98710,6,3,0,0
2021-04-09,Nevada,98710,11,6,0,0
2021-04-10,Nevada,98710,8,6,0,0
2021-04-11,Nevada,98710,7,15,0,0
2021-04-12,Nevada,98710,14,14,0,0
2021-04-13,Nevada,98710,11,7,0,0
2021-04-14,Nevada,98710,12,6,0,1
2021-04-15,Nevada,98710,7,13,0,0
2021-04-16,Nevada,98710,12,9,0,0
2021-04-17,Nevada,98710,9,14,0,0
2021-04-18,Nevada,98710,8,7,0,0
2021-04-19,Nevada,98710,15,13,0,0
2021-04-20,Nevada,98710,16,8,0,0
2021-04-21,Nevada,98710,17,14,0,0
2021-04-22,Nevada,98710,14,5,0,0
2021-04-23,Nevada,98710,8,6,0,0
2021-04-24,Nevada,98710,9,12,0,0
2021-04-25,Nevada,98710,7,14,0,0
2021-04-26,Nevada,98710,12,12,0,0
2021-04-27,Nevada,98710,21,9,0,0
2021-04-28,Nevada,98710,15,13,0,0
2021-04-29,Nevada,98710,19,20,0,0
2021-04-30,Nevada,98710,11,18,0,0
2021-05-01,Nevada,98710,8,17,0,0
2021-05-02,Nevada,98710,6,10,0,0
2021-05-03,Nevada,98710,16,15,0,0
2021-05-04,Nevada,98710,8,6,0,0
2021-05-05,Nevada,98710,7,10,0,0
2021-05-06,Nevada,98710,3,21,0,0
2021-05-07,Nevada,98710,1,17,0,0
2021-05-08,Nevada,98710,4,12,0,0
2021-05-09,Nevada,98710,3,11,0,0
2021-05-10,Nevada,98710,7,8,0,0
2021-05-11,Nevada,98710,7,2,0,0
2021-05-12,Nevada,98710,3,1,0,0
2021-05-13,Nevada,98710,4,5,0,0
2021-05-14,Nevada,98710,4,2,0,0
2021-05-15,Nevada,98710,5,10,0,0
