date,county,icu_covid_confirmed,icu_covid_suspected,hsp_covid_confirmed,hsp_covid_suspected,icu_available_beds,hsp_all_beds
2020-05-05,Los Angeles,571,110,1826,544,1164,NA
2020-05-06,Los Angeles,558,99,1790,502,1206,NA
2020-05-07,Los Angeles,548,90,1771,552,1220,NA
2020-05-08,Los Angeles,535,82,1766,510,1181,NA
2020-05-09,Los Angeles,493,82,1690,531,1213,NA
2020-05-10,Los Angeles,498,90,1731,539,1253,NA
2020-05-11,Los Angeles,498,86,1763,547,1242,NA
2020-05-12,Los Angeles,499,84,1742,506,1267,NA
2020-05-13,Los Angeles,504,83,1733,618,1253,NA
2020-05-14,Los Angeles,480,101,1648,559,1230,NA
2020-05-15,Los Angeles,481,90,1648,553,1229,NA
2020-05-16,Los Angeles,483,80,1570,516,1207,NA
2020-05-17,Los Angeles,478,97,1549,558,1233,NA
2020-05-18,Los Angeles,483,87,1531,520,1221,NA
2020-05-19,Los Angeles,466,94,1517,619,1216,NA
2020-05-20,Los Angeles,452,87,1506,561,1253,NA
2020-05-21,Los Angeles,461,95,1491,614,1199,NA
2020-05-22,Los Angeles,470,102,1490,565,1187,NA
2020-05-23,Los Angeles,462,104,1440,566,1257,NA
2020-05-24,Los Angeles,448,101,1443,547,1227,NA
2020-05-25,Los Angeles,465,94,1477,564,1453,NA
2020-05-26,Los Angeles,464,103,1477,610,1449,NA
2020-05-27,Los Angeles,464,90,1462,628,1275,NA
2020-05-28,Los Angeles,458,112,1415,639,1275,NA
2020-05-29,Los Angeles,446,103,1402,570,1258,NA
2020-05-30,Los Angeles,440,100,1357,577,1288,NA
2020-05-31,Los Angeles,416,95,1389,519,1316,NA
2020-06-01,Los Angeles,425,105,1422,596,1305,NA
2020-06-02,Los Angeles,439,85,1457,570,1276,NA
2020-06-03,Los Angeles,435,78,1488,502,1239,NA
2020-06-04,Los Angeles,453,99,1462,586,1249,NA
2020-06-05,Los Angeles,439,109,1451,547,1210,NA
2020-06-06,Los Angeles,418,88,1399,582,1233,NA
2020-06-07,Los Angeles,428,91,1453,558,1247,NA
2020-06-08,Los Angeles,426,95,1458,595,1301,NA
2020-06-09,Los Angeles,410,97,1416,695,1258,NA
2020-06-10,Los Angeles,403,109,1389,564,1258,NA
2020-06-11,Los Angeles,415,97,1397,576,1220,NA
2020-06-12,Los Angeles,414,78,1383,487,1228,NA
2020-06-13,Los Angeles,399,84,1285,483,1262,NA
2020-06-14,Los Angeles,397,80,1288,509,1283,NA
2020-06-15,Los Angeles,404,88,1420,536,1333,NA
2020-06-16,Los Angeles,412,87,1429,518,1175,NA
2020-06-17,Los Angeles,414,61,1446,512,1151,NA
2020-06-18,Los Angeles,403,88,1406,494,1195,NA
2020-06-19,Los Angeles,408,73,1426,494,1197,NA
2020-06-20,Los Angeles,408,87,1453,516,1276,NA
2020-06-21,Los Angeles,412,80,1515,486,1316,NA
2020-06-22,Los Angeles,406,76,1556,534,1398,NA
2020-06-23,Los Angeles,416,100,1633,626,1301,NA
2020-06-24,Los Angeles,430,93,1676,607,1259,NA
2020-06-25,Los Angeles,440,78,1698,539,1234,NA
2020-06-26,Los Angeles,446,79,1717,579,1289,NA
2020-06-27,Los Angeles,443,80,1710,606,1244,NA
2020-06-28,Los Angeles,469,97,1783,682,1320,NA
2020-06-29,Los Angeles,504,91,1889,622,1239,NA
2020-06-30,Los Angeles,526,102,1893,645,1170,NA
2020-07-01,Los Angeles,537,95,1937,643,1092,NA
2020-07-02,Los Angeles,546,86,1933,679,1153,NA
2020-07-03,Los Angeles,549,101,1947,696,1189,NA
2020-07-04,Los Angeles,540,84,1921,653,1336,NA
2020-07-05,Los Angeles,527,102,1969,676,1295,NA
2020-07-06,Los Angeles,529,103,2004,666,1334,NA
2020-07-07,Los Angeles,522,108,2037,792,1368,NA
2020-07-08,Los Angeles,524,101,1995,822,1311,NA
2020-07-09,Los Angeles,548,107,2032,817,1368,NA
2020-07-10,Los Angeles,547,84,2093,684,1327,NA
2020-07-11,Los Angeles,566,84,2056,713,1352,NA
2020-07-12,Los Angeles,565,78,2103,670,1502,NA
2020-07-13,Los Angeles,576,92,2193,612,1367,NA
2020-07-14,Los Angeles,579,96,2173,726,1297,NA
2020-07-15,Los Angeles,557,100,2122,729,1322,NA
2020-07-16,Los Angeles,604,93,2188,719,1325,NA
2020-07-17,Los Angeles,571,73,2216,660,1380,NA
2020-07-18,Los Angeles,585,81,2232,608,1398,NA
2020-07-19,Los Angeles,577,93,2218,616,1443,NA
2020-07-20,Los Angeles,594,90,2207,670,1412,NA
2020-07-21,Los Angeles,623,94,2210,620,1252,NA
2020-07-22,Los Angeles,556,82,1928,542,827,NA
2020-07-23,Los Angeles,595,75,2016,582,830,NA
2020-07-24,Los Angeles,622,81,2033,595,846,NA
2020-07-25,Los Angeles,582,89,2017,535,930,NA
2020-07-26,Los Angeles,596,81,2051,570,912,NA
2020-07-27,Los Angeles,576,93,2045,554,901,NA
2020-07-28,Los Angeles,550,71,2022,575,918,NA
2020-07-29,Los Angeles,578,57,2002,566,877,NA
2020-07-30,Los Angeles,569,58,1904,553,872,NA
2020-07-31,Los Angeles,575,53,1856,516,864,NA
2020-08-01,Los Angeles,544,61,1784,557,908,NA
2020-08-02,Los Angeles,545,55,1757,506,952,NA
2020-08-03,Los Angeles,537,68,1768,541,915,NA
2020-08-04,Los Angeles,508,57,1741,556,887,NA
2020-08-05,Los Angeles,502,81,1680,602,865,NA
2020-08-06,Los Angeles,499,73,1610,581,836,NA
2020-08-07,Los Angeles,519,64,1568,478,814,NA
2020-08-08,Los Angeles,476,66,1514,513,820,NA
2020-08-09,Los Angeles,490,59,1524,468,819,NA
2020-08-10,Los Angeles,493,58,1538,446,850,NA
2020-08-11,Los Angeles,481,66,1481,470,871,NA
2020-08-12,Los Angeles,460,56,1415,472,842,NA
2020-08-13,Los Angeles,456,72,1393,520,977,NA
2020-08-14,Los Angeles,441,75,1357,556,865,NA
2020-08-15,Los Angeles,442,85,1341,573,837,NA
2020-08-16,Los Angeles,436,85,1352,555,881,NA
2020-08-17,Los Angeles,435,69,1378,518,854,NA
2020-08-18,Los Angeles,433,55,1378,591,864,NA
2020-08-19,Los Angeles,428,53,1347,551,852,NA
2020-08-20,Los Angeles,420,58,1280,509,823,NA
2020-08-21,Los Angeles,412,54,1247,479,817,NA
2020-08-22,Los Angeles,389,55,1219,482,856,NA
2020-08-23,Los Angeles,375,59,1200,467,892,NA
2020-08-24,Los Angeles,373,53,1186,450,917,NA
2020-08-25,Los Angeles,375,49,1168,517,894,NA
2020-08-26,Los Angeles,364,53,1168,466,893,NA
2020-08-27,Los Angeles,356,46,1116,449,889,NA
2020-08-28,Los Angeles,344,53,1089,423,881,NA
2020-08-29,Los Angeles,345,44,1043,415,862,NA
2020-08-30,Los Angeles,345,53,1057,386,934,NA
2020-08-31,Los Angeles,321,62,1048,415,954,NA
2020-09-01,Los Angeles,320,52,1062,426,933,NA
2020-09-02,Los Angeles,296,49,992,386,919,NA
2020-09-03,Los Angeles,310,51,984,362,913,NA
2020-09-04,Los Angeles,305,52,966,355,907,NA
2020-09-05,Los Angeles,305,43,943,361,926,NA
2020-09-06,Los Angeles,312,40,942,372,929,NA
2020-09-07,Los Angeles,308,48,936,414,954,NA
2020-09-08,Los Angeles,307,53,940,415,995,NA
2020-09-09,Los Angeles,290,51,889,365,957,NA
2020-09-10,Los Angeles,301,49,877,342,924,NA
2020-09-11,Los Angeles,275,59,813,345,942,NA
2020-09-12,Los Angeles,261,47,775,375,971,NA
2020-09-13,Los Angeles,258,40,772,330,1010,NA
2020-09-14,Los Angeles,244,56,804,343,1023,NA
2020-09-15,Los Angeles,238,56,780,348,968,NA
2020-09-16,Los Angeles,232,40,739,379,958,NA
2020-09-17,Los Angeles,228,36,732,340,941,NA
2020-09-18,Los Angeles,227,46,765,363,941,NA
2020-09-19,Los Angeles,207,48,749,328,967,NA
2020-09-20,Los Angeles,207,63,745,368,989,NA
2020-09-21,Los Angeles,222,46,779,365,988,NA
2020-09-22,Los Angeles,212,42,753,392,970,NA
2020-09-23,Los Angeles,216,62,760,378,989,NA
2020-09-24,Los Angeles,207,66,715,319,949,NA
2020-09-25,Los Angeles,200,63,692,336,930,NA
2020-09-26,Los Angeles,206,71,687,371,977,NA
2020-09-27,Los Angeles,205,61,714,356,998,NA
2020-09-28,Los Angeles,207,55,734,291,1043,NA
2020-09-29,Los Angeles,205,49,746,340,1013,NA
2020-09-30,Los Angeles,197,55,730,371,996,NA
2020-10-01,Los Angeles,202,53,698,371,989,NA
2020-10-02,Los Angeles,188,48,673,324,1001,NA
2020-10-03,Los Angeles,188,51,674,353,988,NA
2020-10-04,Los Angeles,201,51,685,373,1072,NA
2020-10-05,Los Angeles,195,47,696,339,1040,NA
2020-10-06,Los Angeles,197,58,709,351,943,NA
2020-10-07,Los Angeles,185,43,724,353,958,NA
2020-10-08,Los Angeles,184,38,701,358,920,NA
2020-10-09,Los Angeles,187,40,715,329,941,NA
2020-10-10,Los Angeles,202,57,693,360,950,NA
2020-10-11,Los Angeles,190,50,692,353,999,NA
2020-10-12,Los Angeles,197,48,720,356,1025,NA
2020-10-13,Los Angeles,196,49,723,382,983,NA
2020-10-14,Los Angeles,188,51,735,372,984,NA
2020-10-15,Los Angeles,180,40,746,340,951,NA
2020-10-16,Los Angeles,200,34,752,324,941,NA
2020-10-17,Los Angeles,197,31,722,297,929,NA
2020-10-18,Los Angeles,216,30,730,312,960,NA
2020-10-19,Los Angeles,216,46,758,364,1006,NA
2020-10-20,Los Angeles,222,39,777,322,747,NA
2020-10-21,Los Angeles,221,34,769,290,774,NA
2020-10-22,Los Angeles,227,32,770,262,794,NA
2020-10-23,Los Angeles,229,27,785,254,754,NA
2020-10-24,Los Angeles,221,43,767,294,785,NA
2020-10-25,Los Angeles,204,34,747,291,807,NA
2020-10-26,Los Angeles,214,43,755,276,814,NA
2020-10-27,Los Angeles,229,38,750,267,762,NA
2020-10-28,Los Angeles,222,41,743,290,738,NA
2020-10-29,Los Angeles,221,44,783,281,722,NA
2020-10-30,Los Angeles,222,36,799,295,730,NA
2020-10-31,Los Angeles,223,27,777,302,777,NA
2020-11-01,Los Angeles,223,39,798,258,781,NA
2020-11-02,Los Angeles,238,24,817,229,807,NA
2020-11-03,Los Angeles,238,37,825,303,728,NA
2020-11-04,Los Angeles,238,46,821,322,693,NA
2020-11-05,Los Angeles,254,31,840,292,688,NA
2020-11-06,Los Angeles,251,39,851,255,661,NA
2020-11-07,Los Angeles,251,34,855,278,695,NA
2020-11-08,Los Angeles,250,33,888,264,769,NA
2020-11-09,Los Angeles,249,48,903,306,778,NA
2020-11-10,Los Angeles,266,49,953,317,683,NA
2020-11-11,Los Angeles,266,49,942,323,648,NA
2020-11-12,Los Angeles,269,52,966,314,661,NA
2020-11-13,Los Angeles,276,24,1014,282,658,NA
2020-11-14,Los Angeles,298,38,1049,346,690,NA
2020-11-15,Los Angeles,308,43,1126,277,654,NA
2020-11-16,Los Angeles,323,47,1188,286,700,NA
2020-11-17,Los Angeles,349,31,1238,304,607,NA
2020-11-18,Los Angeles,344,40,1298,330,585,NA
2020-11-19,Los Angeles,368,36,1391,304,584,NA
2020-11-20,Los Angeles,363,45,1401,317,614,NA
2020-11-21,Los Angeles,391,48,1482,346,647,NA
2020-11-22,Los Angeles,404,59,1575,344,654,NA
2020-11-23,Los Angeles,422,47,1682,296,689,NA
2020-11-24,Los Angeles,437,44,1809,388,636,NA
2020-11-25,Los Angeles,461,36,1893,301,611,NA
2020-11-26,Los Angeles,484,52,1951,301,589,NA
2020-11-27,Los Angeles,501,58,2049,299,612,NA
2020-11-28,Los Angeles,522,46,2185,328,614,NA
2020-11-29,Los Angeles,558,39,2316,335,603,NA
2020-11-30,Los Angeles,576,36,2439,304,602,NA
2020-12-01,Los Angeles,601,41,2572,310,574,NA
2020-12-02,Los Angeles,632,25,2668,336,528,NA
2020-12-03,Los Angeles,644,38,2769,328,486,NA
2020-12-04,Los Angeles,666,34,2878,319,479,NA
2020-12-05,Los Angeles,705,56,2988,340,425,NA
2020-12-06,Los Angeles,754,57,3113,377,480,NA
2020-12-07,Los Angeles,774,44,3299,354,497,NA
2020-12-08,Los Angeles,793,54,3433,337,462,NA
2020-12-09,Los Angeles,819,29,3624,370,468,NA
2020-12-10,Los Angeles,856,38,3850,323,440,NA
2020-12-11,Los Angeles,845,47,4009,353,444,NA
2020-12-12,Los Angeles,883,53,4203,365,392,NA
2020-12-13,Los Angeles,935,52,4403,372,404,NA
2020-12-14,Los Angeles,988,38,4656,314,390,NA
2020-12-15,Los Angeles,991,35,4864,344,369,NA
2020-12-16,Los Angeles,1035,36,5100,366,338,NA
2020-12-17,Los Angeles,1115,29,5424,339,316,NA
2020-12-18,Los Angeles,1156,25,5549,323,308,NA
2020-12-19,Los Angeles,1175,23,5709,309,328,NA
2020-12-20,Los Angeles,1202,31,5866,358,354,NA
2020-12-21,Los Angeles,1234,34,6155,305,373,NA
2020-12-22,Los Angeles,1280,46,6499,321,386,NA
2020-12-23,Los Angeles,1329,35,6708,292,355,NA
2020-12-24,Los Angeles,1335,27,6770,286,364,NA
2020-12-25,Los Angeles,1368,41,6815,309,363,NA
2020-12-26,Los Angeles,1404,35,6914,303,424,NA
2020-12-27,Los Angeles,1449,65,7181,332,384,NA
2020-12-28,Los Angeles,1496,34,7415,297,356,NA
2020-03-29,Madera,1,1,1,6,8,NA
2020-03-30,Madera,1,3,1,5,4,NA
2020-03-31,Madera,1,0,1,3,5,NA
2020-04-01,Madera,1,0,1,3,4,NA
2020-04-02,Madera,1,3,1,7,6,NA
2020-04-03,Madera,0,1,0,5,7,NA
2020-04-04,Madera,0,0,0,4,8,NA
2020-04-05,Madera,0,0,0,1,8,NA
2020-04-06,Madera,0,1,0,2,8,NA
2020-04-07,Madera,0,1,0,3,7,NA
2020-04-08,Madera,0,1,0,6,7,NA
2020-04-09,Madera,0,2,0,3,5,NA
2020-04-10,Madera,0,1,0,5,6,NA
2020-04-11,Madera,0,2,0,5,5,NA
2020-04-12,Madera,0,0,0,5,5,NA
2020-04-13,Madera,0,1,0,4,8,NA
2020-04-14,Madera,0,2,0,4,7,NA
2020-04-15,Madera,0,1,1,6,6,NA
2020-04-16,Madera,0,0,0,7,6,NA
2020-04-17,Madera,0,0,0,5,7,NA
2020-04-18,Madera,0,0,0,7,7,NA
2020-04-19,Madera,0,0,0,7,7,NA
2020-04-20,Madera,0,0,0,6,7,NA
2020-04-21,Madera,0,0,0,5,15,NA
2020-04-22,Madera,0,0,0,3,22,NA
2020-04-23,Madera,0,1,0,3,16,NA
2020-04-24,Madera,0,0,0,4,11,NA
2020-04-25,Madera,0,1,0,2,20,NA
2020-04-26,Madera,0,0,0,1,20,NA
2020-04-27,Madera,0,0,0,0,10,NA
2020-04-28,Madera,0,0,0,1,19,NA
2020-04-29,Madera,0,0,0,1,22,NA
2020-04-30,Madera,0,0,0,3,21,NA
2020-05-01,Madera,0,0,0,0,19,NA
2020-05-02,Madera,0,0,0,0,20,NA
2020-05-03,Madera,0,0,0,0,19,NA
2020-05-04,Madera,0,0,1,0,22,NA
2020-05-05,Madera,0,0,0,0,19,NA
2020-05-06,Madera,0,0,0,0,15,NA
2020-05-07,Madera,0,0,1,0,14,NA
2020-05-08,Madera,0,0,1,0,26,NA
2020-05-09,Madera,0,0,1,0,30,NA
2020-05-10,Madera,0,0,1,1,30,NA
2020-05-11,Madera,0,0,1,0,27,NA
2020-05-12,Madera,0,0,0,0,31,NA
2020-05-13,Madera,0,0,0,0,26,NA
2020-05-14,Madera,0,0,0,0,29,NA
2020-05-15,Madera,0,0,1,0,29,NA
2020-05-16,Madera,0,0,0,0,28,NA
2020-05-17,Madera,0,0,0,0,53,NA
2020-05-18,Madera,0,0,0,2,4,NA
2020-05-19,Madera,0,0,0,1,23,NA
2020-05-20,Madera,0,0,0,4,21,NA
2020-05-21,Madera,0,0,0,0,18,NA
2020-05-22,Madera,0,0,1,0,21,NA
2020-05-23,Madera,0,0,0,0,21,NA
2020-05-24,Madera,0,1,0,1,22,NA
2020-05-25,Madera,0,0,1,1,24,NA
2020-05-26,Madera,0,0,1,4,22,NA
2020-05-27,Madera,0,0,2,2,24,NA
2020-05-28,Madera,0,0,1,0,25,NA
2020-05-29,Madera,0,0,0,0,22,NA
2020-05-30,Madera,0,0,1,2,17,NA
2020-05-31,Madera,1,0,2,2,23,NA
2020-06-01,Madera,1,0,2,1,22,NA
2020-06-02,Madera,2,0,6,4,19,NA
2020-06-03,Madera,1,0,0,0,19,NA
2020-06-04,Madera,1,0,1,1,24,NA
2020-06-05,Madera,1,2,3,2,19,NA
2020-06-06,Madera,1,0,5,3,22,NA
2020-06-07,Madera,1,1,5,6,21,NA
2020-06-08,Madera,1,1,5,4,20,NA
2020-06-09,Madera,1,0,6,5,20,NA
2020-06-10,Madera,3,0,6,5,14,NA
2020-06-11,Madera,3,1,7,4,5,NA
2020-06-12,Madera,2,0,5,4,14,NA
2020-06-13,Madera,2,0,6,2,8,NA
2020-06-14,Madera,2,0,5,0,8,NA
2020-06-15,Madera,2,0,5,2,7,NA
2020-06-16,Madera,3,0,5,3,11,NA
2020-06-17,Madera,4,1,4,3,7,NA
2020-06-18,Madera,5,1,10,6,11,NA
2020-06-19,Madera,5,0,10,1,11,NA
2020-06-20,Madera,3,0,8,2,8,NA
2020-06-21,Madera,3,0,7,0,12,NA
2020-06-22,Madera,2,0,6,1,15,NA
2020-06-23,Madera,1,0,7,0,15,NA
2020-06-24,Madera,2,0,9,4,15,NA
2020-06-25,Madera,3,0,9,4,10,NA
2020-06-26,Madera,0,0,11,2,15,NA
2020-06-27,Madera,0,0,12,10,15,NA
2020-06-28,Madera,0,1,9,7,15,NA
2020-06-29,Madera,0,0,9,6,16,NA
2020-06-30,Madera,0,0,8,2,17,NA
2020-07-01,Madera,5,1,15,7,17,NA
2020-07-02,Madera,2,0,17,1,21,NA
2020-07-03,Madera,5,1,10,9,8,NA
2020-07-04,Madera,2,0,15,12,21,NA
2020-07-05,Madera,3,1,17,4,18,NA
2020-07-06,Madera,4,0,26,6,22,NA
2020-07-07,Madera,5,1,20,8,17,NA
2020-07-08,Madera,5,0,27,6,20,NA
2020-07-09,Madera,4,0,23,7,18,NA
2020-07-10,Madera,8,3,29,12,14,NA
2020-07-11,Madera,4,2,25,11,14,NA
2020-07-12,Madera,3,0,27,8,27,NA
2020-07-13,Madera,3,0,31,7,11,NA
2020-07-14,Madera,3,0,30,10,18,NA
2020-07-15,Madera,3,0,28,4,19,NA
2020-07-16,Madera,6,0,19,5,13,NA
2020-07-17,Madera,4,0,33,7,14,NA
2020-07-18,Madera,3,0,26,10,9,NA
2020-07-19,Madera,9,3,30,18,14,NA
2020-07-20,Madera,10,1,32,11,18,NA
2020-07-21,Madera,13,1,45,13,22,NA
2020-07-22,Madera,11,4,48,22,16,NA
2020-07-23,Madera,12,0,52,12,18,NA
2020-07-24,Madera,13,0,58,8,16,NA
2020-07-25,Madera,10,1,55,9,16,NA
2020-07-26,Madera,8,1,52,12,19,NA
2020-07-27,Madera,10,0,55,5,15,NA
2020-07-28,Madera,8,0,49,4,17,NA
2020-07-29,Madera,11,1,54,6,15,NA
2020-07-30,Madera,11,1,56,5,20,NA
2020-07-31,Madera,14,0,55,12,3,NA
2020-08-01,Madera,12,0,54,7,3,NA
2020-08-02,Madera,15,0,48,7,3,NA
2020-08-03,Madera,13,0,46,14,2,NA
2020-08-04,Madera,14,1,46,3,2,NA
2020-08-05,Madera,13,0,45,5,1,NA
2020-08-06,Madera,9,0,46,4,6,NA
2020-08-07,Madera,9,0,41,9,6,NA
2020-08-08,Madera,9,0,46,19,4,NA
2020-08-09,Madera,8,3,46,8,7,NA
2020-08-10,Madera,9,3,38,15,5,NA
2020-08-11,Madera,8,1,44,11,7,NA
2020-08-12,Madera,6,0,37,9,7,NA
2020-08-13,Madera,5,0,31,9,10,NA
2020-08-14,Madera,6,3,30,17,5,NA
2020-08-15,Madera,7,1,28,26,6,NA
2020-08-16,Madera,9,0,31,19,5,NA
2020-08-17,Madera,6,2,25,13,7,NA
2020-08-18,Madera,7,0,29,11,5,NA
2020-08-19,Madera,8,0,27,9,5,NA
2020-08-20,Madera,7,1,27,11,6,NA
2020-08-21,Madera,9,0,30,12,5,NA
2020-08-22,Madera,6,0,31,6,6,NA
2020-08-23,Madera,9,0,27,17,4,NA
2020-08-24,Madera,7,2,24,6,8,NA
2020-08-25,Madera,8,2,24,7,7,NA
2020-08-26,Madera,9,0,23,12,6,NA
2020-08-27,Madera,10,2,24,20,3,NA
2020-08-28,Madera,8,0,25,12,2,NA
2020-08-29,Madera,8,1,27,9,3,NA
2020-08-30,Madera,11,0,28,9,4,NA
2020-08-31,Madera,11,2,29,12,5,NA
2020-09-01,Madera,10,0,27,10,3,NA
2020-09-02,Madera,10,0,25,9,5,NA
2020-09-03,Madera,9,0,25,12,5,NA
2020-09-04,Madera,9,0,25,8,3,NA
2020-09-05,Madera,9,0,23,13,2,NA
2020-09-06,Madera,8,0,25,11,4,NA
2020-09-07,Madera,9,0,25,6,2,NA
2020-09-08,Madera,8,0,22,11,2,NA
2020-09-09,Madera,7,0,20,8,2,NA
2020-09-10,Madera,7,0,19,5,2,NA
2020-09-11,Madera,6,0,18,7,3,NA
2020-09-12,Madera,6,0,17,11,4,NA
2020-09-13,Madera,5,1,19,6,5,NA
2020-09-14,Madera,6,0,21,4,5,NA
2020-09-15,Madera,4,2,21,9,6,NA
2020-09-16,Madera,2,0,18,11,9,NA
2020-09-17,Madera,2,1,19,10,12,NA
2020-09-18,Madera,3,2,13,12,5,NA
2020-09-19,Madera,3,0,14,11,8,NA
2020-09-20,Madera,4,0,15,12,6,NA
2020-09-21,Madera,5,0,13,14,7,NA
2020-09-22,Madera,5,1,15,15,5,NA
2020-09-23,Madera,5,0,13,17,3,NA
2020-09-24,Madera,4,1,11,12,7,NA
2020-09-25,Madera,4,0,13,19,19,NA
2020-09-26,Madera,4,0,13,3,21,NA
2020-09-27,Madera,3,0,12,9,21,NA
2020-09-28,Madera,2,1,12,14,18,NA
2020-09-29,Madera,2,1,9,13,17,NA
2020-09-30,Madera,2,0,10,9,23,NA
2020-10-01,Madera,2,0,9,14,19,NA
2020-10-02,Madera,1,0,7,6,25,NA
2020-10-03,Madera,1,0,7,6,23,NA
2020-10-04,Madera,1,0,8,7,22,NA
2020-10-05,Madera,1,0,8,6,25,NA
2020-10-06,Madera,1,1,4,8,24,NA
2020-10-07,Madera,1,0,7,4,23,NA
2020-10-08,Madera,1,2,8,11,22,NA
2020-10-09,Madera,1,1,9,8,24,NA
2020-10-10,Madera,1,0,11,8,13,NA
2020-10-11,Madera,1,0,10,9,26,NA
2020-10-12,Madera,1,0,8,11,20,NA
2020-10-13,Madera,0,0,7,13,20,NA
2020-10-14,Madera,0,0,7,6,24,NA
2020-10-15,Madera,0,0,8,9,18,NA
2020-10-16,Madera,0,0,8,8,25,NA
2020-10-17,Madera,0,1,7,7,25,NA
2020-10-18,Madera,1,0,8,5,17,NA
2020-10-19,Madera,1,1,8,8,22,NA
2020-10-20,Madera,1,0,6,8,16,NA
2020-10-21,Madera,2,1,4,13,20,NA
2020-10-22,Madera,2,1,5,8,19,NA
2020-10-23,Madera,2,0,6,5,19,NA
2020-10-24,Madera,2,2,7,12,20,NA
2020-10-25,Madera,3,1,11,10,18,NA
2020-10-26,Madera,3,0,11,4,20,NA
2020-10-27,Madera,2,1,12,10,28,NA
2020-10-28,Madera,3,0,12,9,28,NA
2020-10-29,Madera,3,1,11,9,25,NA
2020-10-30,Madera,3,0,10,7,20,NA
2020-10-31,Madera,3,1,8,10,14,NA
2020-11-01,Madera,3,1,8,10,20,NA
2020-11-02,Madera,3,0,8,8,21,NA
2020-11-03,Madera,2,1,8,13,17,NA
2020-11-04,Madera,1,0,9,9,8,NA
2020-11-05,Madera,1,0,7,6,10,NA
2020-11-06,Madera,1,0,7,11,8,NA
2020-11-07,Madera,1,0,6,13,8,NA
2020-11-08,Madera,1,1,5,7,8,NA
2020-11-09,Madera,1,0,7,4,7,NA
2020-11-10,Madera,2,0,8,9,7,NA
2020-11-11,Madera,2,0,8,11,16,NA
2020-11-12,Madera,2,0,11,14,16,NA
2020-11-13,Madera,2,0,10,9,18,NA
2020-11-14,Madera,2,0,10,6,19,NA
2020-11-15,Madera,3,0,11,13,15,NA
2020-11-16,Madera,3,1,11,5,14,NA
2020-11-17,Madera,3,0,10,13,13,NA
2020-11-18,Madera,3,0,12,9,17,NA
2020-11-19,Madera,4,0,12,9,12,NA
2020-11-20,Madera,5,0,14,11,5,NA
2020-11-21,Madera,5,0,18,6,6,NA
2020-11-22,Madera,6,1,20,10,4,NA
2020-11-23,Madera,5,1,21,14,4,NA
2020-11-24,Madera,6,0,22,12,3,NA
2020-11-25,Madera,6,0,22,13,12,NA
2020-11-26,Madera,6,0,23,6,16,NA
2020-11-27,Madera,7,0,25,10,16,NA
2020-11-28,Madera,6,0,25,7,13,NA
2020-11-29,Madera,7,0,24,7,14,NA
2020-11-30,Madera,6,0,21,13,15,NA
2020-12-01,Madera,7,0,25,13,15,NA
2020-12-02,Madera,8,0,28,10,10,NA
2020-12-03,Madera,7,1,29,10,3,NA
2020-12-04,Madera,7,0,28,10,9,NA
2020-12-05,Madera,6,1,31,11,8,NA
2020-12-06,Madera,6,1,27,9,5,NA
2020-12-07,Madera,8,0,24,12,1,NA
2020-12-08,Madera,8,0,27,10,1,NA
2020-12-09,Madera,9,0,31,12,7,NA
2020-12-10,Madera,9,0,31,5,5,NA
2020-12-11,Madera,10,0,28,4,6,NA
2020-12-12,Madera,7,0,32,6,12,NA
2020-12-13,Madera,8,0,34,0,11,NA
2020-12-14,Madera,7,1,35,3,13,NA
2020-12-15,Madera,7,0,36,11,11,NA
2020-12-16,Madera,6,0,40,9,9,NA
2020-12-17,Madera,6,0,42,2,10,NA
2020-12-18,Madera,7,0,38,2,6,NA
2020-12-19,Madera,9,1,40,4,7,NA
2020-12-20,Madera,9,1,34,4,9,NA
2020-12-21,Madera,9,1,37,6,8,NA
2020-12-22,Madera,11,0,43,4,13,NA
2020-12-23,Madera,10,1,45,9,14,NA
2020-12-24,Madera,10,0,45,4,13,NA
2020-12-25,Madera,9,0,47,5,13,NA
2020-12-26,Madera,9,0,44,1,12,NA
2020-12-27,Madera,8,0,45,5,13,NA
2020-12-28,Madera,8,0,47,5,13,NA
2020-03-29,Marin,2,6,7,13,11,NA
2020-03-30,Marin,4,2,10,9,16,NA
2020-03-31,Marin,4,2,9,14,15,NA
2020-04-01,Marin,4,2,9,19,14,NA
2020-04-02,Marin,3,1,7,16,16,NA
2020-04-03,Marin,3,5,6,16,17,NA
2020-04-04,Marin,3,5,5,16,12,NA
2020-04-05,Marin,3,5,5,15,13,NA
2020-04-06,Marin,4,4,8,8,13,NA
2020-04-07,Marin,4,4,6,5,12,NA
2020-04-08,Marin,4,2,5,3,17,NA
2020-04-09,Marin,2,1,5,7,21,NA
2020-04-10,Marin,1,1,6,26,17,NA
2020-04-11,Marin,1,3,2,27,14,NA
2020-04-12,Marin,1,1,2,24,13,NA
2020-04-13,Marin,2,1,2,20,12,NA
2020-04-14,Marin,2,3,2,23,9,NA
2020-04-15,Marin,2,4,4,10,11,NA
2020-04-16,Marin,2,1,5,7,15,NA
2020-04-17,Marin,2,0,4,2,15,NA
2020-04-18,Marin,1,0,3,1,13,NA
2020-04-19,Marin,1,3,3,7,10,NA
2020-04-20,Marin,2,1,6,4,11,NA
2020-04-21,Marin,2,1,5,4,11,NA
2020-04-22,Marin,2,5,5,10,12,NA
2020-04-23,Marin,2,4,3,14,12,NA
